run_id,run_label,route_id,route_index,repetition_index,town,controller,controller_mode,frame_csv_path,summary_json_path,frame_count,route_completion_time_s,distance_travelled_m,mean_speed_mps,mean_speed_kph,min_front_distance_m,min_rear_distance_m,emergency_brake_count,safety_override_count,fail_safe_event_count,front_blocked_event_count,left_oncoming_event_count,rear_approach_event_count,unsafe_overtake_count,lateral_error_mean_abs_m,lateral_error_rmse_m,max_lateral_error_abs_m,heading_error_mean_abs_deg,heading_error_rmse_deg,max_heading_error_abs_deg,speed_error_rmse_mps,mean_abs_steer,steer_rate_mean_abs,max_steer_rate_abs,longitudinal_accel_mean_abs_mps2,jerk_mean_abs_mps3,max_jerk_abs_mps3,controller_compute_time_mean_ms,controller_compute_time_max_ms,controller_fallback_count,brake_throttle_switches,waiting_time_s,lane_change_left_time_s,passing_time_s,rejoin_time_s,total_maneuver_time_s,lane_change_count,maneuver_observed,final_state,checkpoint_matched,checkpoint_entry_status,official_status,official_success,official_num_infractions,official_route_score,official_penalty_score,official_driving_score,official_route_length_m,official_duration_game_s,official_duration_system_s,official_collisions_layout_count,official_collisions_pedestrian_count,official_collisions_vehicle_count,official_red_light_count,official_stop_infraction_count,official_outside_route_lanes_count,official_min_speed_infractions_count,official_yield_emergency_vehicle_infractions_count,official_scenario_timeouts_count,official_route_dev_count,official_vehicle_blocked_count,official_route_timeout_count,official_total_collision_count
20260627T170633Z_RouteScenario_1_rep0_10543868,RouteScenario_1_rep0,RouteScenario_1_rep0,0,0,Town12,basic_agent,,/home/davide/Scrivania/leaderboard/artifacts/metrics/20260627T170633Z_RouteScenario_1_rep0_10543868_frames.csv,/home/davide/Scrivania/leaderboard/artifacts/metrics/20260627T170633Z_RouteScenario_1_rep0_10543868_summary.json,691,34.50000051409006,136.19979991629623,3.9425537362563925,14.193193450523014,6.0960693359375,2.2681849002838135,2,3,2,0,3,9,0,0.15308416141176442,0.3924913998401093,1.7347490691997791,13.934762785788262,46.45877801771217,179.25546264648438,2.805300961605647,0.17269282302994363,0.18924581405461197,2.000000447034829,2.344346000016198,33.24031131248568,351.43589391699345,nan,nan,0,43,1.4500000216066837,7.700000114738941,1.5000000223517418,1.9000000283122063,12.550000187009573,1,1,follow_lane,1,Finished,Completed,1,1,100,0.903778,90.377812,139.151,34.55,50.08,0,0,0,0,0,1,0,0,0,0,0,0,0
